ward_no,date,mean
35,2018-07-31,0.5341283283581668
34,2018-07-31,0.28883962909810423
33,2018-07-31,0.3688577756236272
32,2018-07-31,0.4475110793291217
31,2018-07-31,0.4983242894968204
30,2018-07-31,0.5453543946541026
29,2018-07-31,0.5804409514769436
28,2018-07-31,0.5778627045029563
27,2018-07-31,0.5889229087245955
26,2018-07-31,0.5642662161727277
25,2018-07-31,0.5679374767738187
24,2018-07-31,0.5107412683234505
23,2018-07-31,0.5499604888324854
22,2018-07-31,0.5454728039541293
21,2018-07-31,0.5379547728252213
20,2018-07-31,0.43630927266139546
19,2018-07-31,0.4332620246169538
18,2018-07-31,0.5192376594452147
17,2018-07-31,0.4458979895474948
16,2018-07-31,0.4813518499939428
15,2018-07-31,0.525427347590053
14,2018-07-31,0.4789465311093446
13,2018-07-31,0.5173405088469388
12,2018-07-31,0.4813226421199285
11,2018-07-31,0.4286457036832489
10,2018-07-31,0.3896565107155344
9,2018-07-31,0.4266814061532079
8,2018-07-31,0.3553758994853771
7,2018-07-31,0.4161254177609368
6,2018-07-31,0.3881880668964893
5,2018-07-31,0.34400351639246124
4,2018-07-31,0.4041080551411901
3,2018-07-31,0.36055291303978204
2,2018-07-31,0.3475209904870937
1,2018-07-31,0.3161886897157505
48,2018-08-07,0.34057496414244565
47,2018-08-07,0.5081187538147436
46,2018-08-07,0.4839548788490305
45,2018-08-07,0.6536990003662178
44,2018-08-07,0.6090777321601715
43,2018-08-07,0.5253439219980749
42,2018-08-07,0.5146870522664768
41,2018-08-07,0.3120142703604506
40,2018-08-07,0.5055175754941541
39,2018-08-07,0.5827328770430904
38,2018-08-07,0.637431115451669
37,2018-08-07,0.6624917988947931
36,2018-08-07,0.6791373825543152
35,2018-08-07,0.5732067705997176
34,2018-08-07,0.3693681797460201
33,2018-08-07,0.31649902730094104
32,2018-08-07,0.5225562224298369
31,2018-08-07,0.5608248299607781
30,2018-08-07,0.7268805794896351
29,2018-08-07,0.7652114769933629
28,2018-08-07,0.7149809302689792
27,2018-08-07,0.6241145872252517
26,2018-08-07,0.5838649168819823
25,2018-08-07,0.5591092672025996
24,2018-08-07,0.416717664472344
23,2018-08-07,0.5527741119994011
22,2018-08-07,0.6049071639478963
21,2018-08-07,0.7225976952391782
20,2018-08-07,0.473438122189387
19,2018-08-07,0.5076278657017086
18,2018-08-07,0.7101701183580102
17,2018-08-07,0.7364575092991881
16,2018-08-07,0.6903264100486476
15,2018-08-07,0.6325220317876242
14,2018-08-07,0.5868221237974719
13,2018-08-07,0.5810008930738945
12,2018-08-07,0.5698132681881973
11,2018-08-07,0.6361669969569709
10,2018-08-07,0.7607815934734588
9,2018-08-07,0.7837984946350488
8,2018-08-07,0.5268039813208191
7,2018-08-07,0.7355713457161384
6,2018-08-07,0.7613883637893093
5,2018-08-07,0.722022691629581
