,WARD_NO,date,mean
282,79.0,2018-07-17,-0.1564495965679096
283,80.0,2018-07-17,-0.16888365570458844
284,88.0,2018-07-17,-0.17604243240743156
285,110.0,2018-07-17,-0.1638287824509023
286,62.0,2018-07-17,-0.1673506914271739
287,63.0,2018-07-17,-0.1636545570434197
288,90.0,2018-07-17,-0.15769335340897492
289,91.0,2018-07-17,-0.1632262811350869
290,92.0,2018-07-17,-0.16105832319738453
291,93.0,2018-07-17,-0.14939873164779072
292,111.0,2018-07-17,-0.16821726027506456
293,112.0,2018-07-17,-0.1422338600845619
294,114.0,2018-07-17,-0.08855661861403924
295,115.0,2018-07-17,-0.07317940123035713
296,116.0,2018-07-17,-0.04294542874657992
297,117.0,2018-07-17,-0.13217281947012505
298,89.0,2018-07-17,-0.15838355964057332
299,109.0,2018-07-17,-0.1959033085267214
300,120.0,2018-07-17,-0.24553056189747574
301,121.0,2018-07-17,-0.2408599339847006
302,77.0,2018-07-17,-0.15824945079546682
303,94.0,2018-07-17,-0.18114749768188504
304,95.0,2018-07-17,-0.21982568067205535
305,96.0,2018-07-17,-0.2047532570269496
306,100.0,2018-07-17,-0.13486466836713246
307,101.0,2018-07-17,-0.14564081507404836
308,107.0,2018-07-17,-0.13344312782748366
309,108.0,2018-07-17,-0.16061866386636858
310,97.0,2018-07-17,-0.17160483898777631
311,98.0,2018-07-17,-0.1530313767275821
312,99.0,2018-07-17,-0.13056031170408178
313,103.0,2018-07-17,-0.2961783717199816
314,104.0,2018-07-17,-0.2473894388746341
315,105.0,2018-07-17,-0.18455957297405365
316,106.0,2018-07-17,-0.19152515927544744
317,125.0,2018-07-17,-0.28309789475105496
318,126.0,2018-07-17,-0.3344524261428103
319,127.0,2018-07-17,-0.3396988187507678
320,128.0,2018-07-17,-0.3539192399504267
321,131.0,2018-07-17,-0.31951485317547923
322,122.0,2018-07-17,-0.2362649069167816
323,123.0,2018-07-17,-0.2280275975303431
324,124.0,2018-07-17,-0.23790242734576103
325,132.0,2018-07-17,-0.34515934000156323
326,133.0,2018-07-17,-0.30176906289641864
327,134.0,2018-07-17,-0.2292847815311574
328,157.0,2018-07-17,-0.21642142755445745
329,158.0,2018-07-17,-0.27905077287298763
330,135.0,2018-07-17,-0.21596570033738413
331,136.0,2018-07-17,-0.23392016358755385
332,137.0,2018-07-17,-0.2356600656321088
333,138.0,2018-07-17,-0.2398395419534385
334,139.0,2018-07-17,-0.2372241607101525
335,140.0,2018-07-17,-0.23483422129972736
336,141.0,2018-07-17,-0.21195559354202895
337,118.0,2018-07-17,-0.16852801512022295
338,119.0,2018-07-17,-0.1927443203479867
339,142.0,2018-07-17,-0.14624801981394284
340,143.0,2018-07-17,-0.11994583946398232
341,144.0,2018-07-17,-0.023256258856975912
342,145.0,2018-07-17,-0.05924252958454194
343,153.0,2018-07-17,-0.06896463630672184
344,155.0,2018-07-17,-0.13635096987875805
345,156.0,2018-07-17,-0.13910743357816188
346,154.0,2018-07-17,-0.07473670319067842
347,162.0,2018-07-17,-0.17016756346334266
348,163.0,2018-07-17,-0.1336861488934977
349,164.0,2018-07-17,-0.07494604148227381
350,183.0,2018-07-17,-0.17980016952778294
351,161.0,2018-07-17,-0.2386265263530378
352,165.0,2018-07-17,-0.1015250852902657
353,166.0,2018-07-17,-0.11659747011213592
354,167.0,2018-07-17,-0.09091376573921778
355,180.0,2018-07-17,-0.032744907899651066
356,181.0,2018-07-17,-0.042742527088877935
357,182.0,2018-07-17,-0.07088397455459372
358,172.0,2018-07-17,-0.13386614213403272
359,146.0,2018-07-17,-0.07463734725812098
360,147.0,2018-07-17,-0.06845811047378061
361,148.0,2018-07-17,-0.07384178668001293
362,151.0,2018-07-17,-0.07865168761010133
363,152.0,2018-07-17,-0.12496800638988438
364,173.0,2018-07-17,-0.0466965948878224
365,176.0,2018-07-17,-0.1355549605175184
366,170.0,2018-07-17,-0.12377681391778897
367,171.0,2018-07-17,-0.12772975474465664
368,177.0,2018-07-17,-0.1252596105001274
369,178.0,2018-07-17,-0.06429420006858583
370,168.0,2018-07-17,-0.11911543860033832
371,169.0,2018-07-17,-0.08055381410693901
372,179.0,2018-07-17,-0.08073298617612577
373,82.0,2018-07-17,-0.3743471978483898
374,83.0,2018-07-17,-0.6902040423619126
375,84.0,2018-07-17,-0.6274627405259385
376,85.0,2018-07-17,-0.3699440402189792
377,86.0,2018-07-17,-0.3213723458158885
378,149.0,2018-07-17,-0.4030403151466135
379,150.0,2018-07-17,-0.13550675038394475
380,174.0,2018-07-17,-0.0403949467235585
381,175.0,2018-07-17,-0.13466369368546147
382,186.0,2018-07-17,-0.029151595596756532
383,187.0,2018-07-17,-0.09892027103599912
384,188.0,2018-07-17,-0.15344538970340352
385,189.0,2018-07-17,-0.10388216411627453
386,190.0,2018-07-17,-0.08616308738221731
387,191.0,2018-07-17,-0.23079056424813416
388,193.0,2018-07-17,-0.2498489233471093
389,184.0,2018-07-17,-0.08649931450153481
390,185.0,2018-07-17,-0.028138537637043468
391,192.0,2018-07-17,-0.2975852228253297
392,194.0,2018-07-17,-0.205162407155572
393,195.0,2018-07-17,-0.11291355328104502
394,196.0,2018-07-17,-0.19929330730731848
395,197.0,2018-07-17,-0.11084931304945253
396,1.0,2018-07-24,-0.4439242835191757
397,2.0,2018-07-24,-0.3736363561051361
398,3.0,2018-07-24,-0.4454570842226048
399,4.0,2018-07-24,-0.4730908665716784
400,52.0,2018-07-24,-0.1104606624098744
401,26.0,2018-07-24,-0.08293407657209703
402,25.0,2018-07-24,-0.2753513310796832
403,51.0,2018-07-24,-0.10585242796206233
404,53.0,2018-07-24,-0.17218416291084662
405,54.0,2018-07-24,-0.2528275214822029
406,55.0,2018-07-24,-0.09525578118161836
407,56.0,2018-07-24,-0.16157943322273718
408,81.0,2018-07-24,-0.16663523784921538
409,87.0,2018-07-24,-0.2462304005185937
410,10.0,2018-07-24,-0.5367670683123635
411,11.0,2018-07-24,-0.6359002677786079
412,5.0,2018-07-24,-0.4341670343065228
413,6.0,2018-07-24,-0.32912652035431955
414,7.0,2018-07-24,-0.4146537878374089
415,8.0,2018-07-24,-0.3907395829853543
416,9.0,2018-07-24,-0.538039292127102
417,198.0,2018-07-24,-0.4149734906335114
418,130.0,2018-07-24,-0.3687441438349721
419,159.0,2018-07-24,-0.4958893146802016
420,40.0,2018-07-24,-0.5672069262863659
421,72.0,2018-07-24,-0.4279662199068679
422,129.0,2018-07-24,-0.36962348464546
